id,area_name,subarea_name,group1,group1_note,group2,group2_note,group3,group3_note,group4,group4_note,group5,group5_note,total_posting
2494,横浜市泉区,横浜市泉区中田南4丁目,246,,205,,251,,114,,185,,1001
2495,横浜市泉区,横浜市泉区中田南5丁目,122,,73,,246,,150,,189,,780
2496,横浜市泉区,横浜市泉区中田北1丁目,112,,237,,163,,166,,108,,786
2497,横浜市泉区,横浜市泉区中田北2丁目,95,,252,,279,,36,,146,,808
2498,横浜市泉区,横浜市泉区中田北3丁目,1,,66,,148,,110,,179,,504
2499,横浜市泉区,横浜市泉区白百合1丁目,210,,177,,206,,273,,180,,1046
2500,横浜市泉区,横浜市泉区白百合2丁目,141,,89,,119,,172,,266,,787
2501,横浜市泉区,横浜市泉区白百合3丁目,89,,117,,81,,214,,74,,575
2502,横浜市泉区,横浜市泉区領家1丁目,29,,120,,201,,169,,193,,712
2503,横浜市泉区,横浜市泉区領家2丁目,190,,147,,143,,165,,52,,697
2504,横浜市泉区,横浜市泉区領家3丁目,224,,29,,281,,51,,148,,733
2505,横浜市泉区,横浜市泉区領家4丁目,10,,225,,234,,213,,169,,851
2506,横浜市泉区,横浜市泉区緑園1丁目,122,,157,,289,,78,,88,,734
2507,横浜市泉区,横浜市泉区緑園2丁目,9,,142,,204,,97,,142,,594
2508,横浜市泉区,横浜市泉区緑園3丁目,30,,268,,36,,232,,223,,789
2509,横浜市泉区,横浜市泉区緑園4丁目,216,,150,,81,,176,,222,,845
2510,横浜市泉区,横浜市泉区緑園5丁目,273,,175,,267,,93,,235,,1043
2511,横浜市泉区,横浜市泉区緑園6丁目,28,,129,,140,,281,,255,,833
2512,横浜市泉区,横浜市泉区緑園7丁目,265,,215,,130,,275,,22,,907
2513,横浜市泉区,横浜市泉区和泉が丘1丁目,283,,161,,195,,289,,30,,958
2514,横浜市泉区,横浜市泉区和泉が丘2丁目,191,,277,,31,,124,,65,,688
2515,横浜市泉区,横浜市泉区和泉が丘3丁目,54,,67,,27,,85,,135,,368
2516,横浜市泉区,横浜市泉区和泉中央南1丁目,259,,113,,182,,36,,248,,838
2517,横浜市泉区,横浜市泉区和泉中央南2丁目,199,,248,,121,,287,,205,,1060
2518,横浜市泉区,横浜市泉区和泉中央南3丁目,235,,58,,133,,162,,212,,800
2519,横浜市泉区,横浜市泉区和泉中央南4丁目,283,,154,,244,,41,,296,,1018
2520,横浜市泉区,横浜市泉区和泉中央南5丁目,235,,184,,7,,23,,69,,518
2521,横浜市泉区,横浜市泉区和泉中央北1丁目,260,,205,,104,,37,,119,,725
2522,横浜市泉区,横浜市泉区和泉中央北2丁目,269,,106,,44,,81,,152,,652
2523,横浜市泉区,横浜市泉区和泉中央北3丁目,75,,249,,54,,194,,230,,802
2524,横浜市泉区,横浜市泉区和泉中央北4丁目,156,,239,,269,,27,,200,,891
2525,横浜市泉区,横浜市泉区和泉中央北5丁目,288,,20,,64,,190,,168,,730
2526,横浜市泉区,横浜市泉区和泉中央北6丁目,53,,164,,54,,33,,151,,455
2527,相模原市南区,相模原市南区旭町,119,,197,,281,,205,,295,,1097
2528,相模原市南区,相模原市南区磯部,278,,244,,122,,132,,262,,1038
2529,相模原市南区,相模原市南区鵜野森,51,,4,,52,,28,,196,,331
2530,相模原市南区,相模原市南区栄町,102,,212,,124,,14,,281,,733
2531,相模原市南区,相模原市南区下溝,199,,258,,243,,233,,204,,1137
2532,相模原市南区,相模原市南区古淵,32,,30,,71,,78,,297,,508
2533,相模原市南区,相模原市南区御園,152,,133,,88,,129,,191,,693
2534,相模原市南区,相模原市南区桜台,278,,193,,277,,217,,151,,1116
2535,相模原市南区,相模原市南区若松,171,,242,,113,,70,,43,,639
2536,相模原市南区,相模原市南区若松（２）,213,,163,,158,,13,,148,,695
2537,相模原市南区,相模原市南区松が枝町,108,,151,,213,,52,,101,,625
2538,相模原市南区,相模原市南区上鶴間,70,,298,,114,,171,,115,,768
2539,相模原市南区,相模原市南区上鶴間（１）,46,,145,,125,,30,,106,,452
2540,相模原市南区,相模原市南区上鶴間（２）,110,,282,,151,,190,,60,,793
2541,相模原市南区,相模原市南区上鶴間本町,126,,299,,209,,221,,66,,921
2542,相模原市南区,相模原市南区新磯野,88,,95,,199,,68,,164,,614
2543,相模原市南区,相模原市南区新磯野（１）,37,,50,,86,,193,,154,,520
2544,相模原市南区,相模原市南区新磯野（３）,6,,133,,147,,253,,116,,655
2545,相模原市南区,相模原市南区新戸,119,,212,,202,,234,,118,,885
2546,相模原市南区,相模原市南区西大沼,86,,36,,122,,83,,66,,393
2547,相模原市南区,相模原市南区双葉,9,,164,,203,,173,,16,,565
2548,相模原市南区,相模原市南区相南,79,,45,,257,,156,,23,,560
2549,相模原市南区,相模原市南区相武台,4,,44,,11,,8,,224,,291
2550,相模原市南区,相模原市南区相武台団地,27,,1,,81,,52,,266,,427
2551,相模原市南区,相模原市南区相模台,148,,210,,80,,162,,63,,663
2552,相模原市南区,相模原市南区相模台団地,54,,126,,278,,247,,68,,773
2553,相模原市南区,相模原市南区相模大野,228,,244,,262,,271,,13,,1018
2554,相模原市南区,相模原市南区大野台,63,,222,,295,,234,,112,,926
2555,相模原市南区,相模原市南区東大沼,20,,299,,5,,26,,237,,587
2556,相模原市南区,相模原市南区東林間,138,,75,,120,,25,,91,,449
2557,相模原市南区,相模原市南区当麻,79,,9,,226,,251,,21,,586
2558,相模原市南区,相模原市南区南台,161,,80,,34,,152,,62,,489
2559,相模原市南区,相模原市南区文京,178,,254,,132,,58,,295,,917
2560,相模原市南区,相模原市南区豊町,209,,40,,56,,105,,88,,498
2561,相模原市南区,相模原市南区北里,150,,135,,76,,141,,72,,574
2562,相模原市南区,相模原市南区麻溝台,252,,240,,217,,155,,45,,909
2563,相模原市南区,相模原市南区麻溝台（１）,188,,47,,144,,78,,222,,679
2564,相模原市南区,相模原市南区麻溝台（２）,247,,132,,250,,9,,222,,860
2565,相模原市南区,相模原市南区鵜野森1丁目,181,,124,,104,,238,,189,,836
2566,相模原市南区,相模原市南区鵜野森2丁目,222,,144,,161,,207,,103,,837
2567,相模原市南区,相模原市南区鵜野森3丁目,87,,166,,236,,205,,265,,959
2568,相模原市南区,相模原市南区古淵1丁目,194,,75,,294,,250,,234,,1047
2569,相模原市南区,相模原市南区古淵2丁目,256,,237,,166,,252,,2,,913
2570,相模原市南区,相模原市南区古淵3丁目,94,,287,,167,,142,,34,,724
2571,相模原市南区,相模原市南区古淵4丁目,240,,191,,184,,95,,3,,713
2572,相模原市南区,相模原市南区古淵5丁目,110,,295,,83,,14,,143,,645
2573,相模原市南区,相模原市南区古淵6丁目,75,,113,,173,,233,,106,,700
2574,相模原市南区,相模原市南区御園1丁目,16,,65,,43,,223,,207,,554
2575,相模原市南区,相模原市南区御園2丁目,4,,21,,24,,190,,97,,336
2576,相模原市南区,相模原市南区御園3丁目,176,,279,,91,,294,,294,,1134
2577,相模原市南区,相模原市南区御園4丁目,35,,175,,38,,35,,62,,345
2578,相模原市南区,相模原市南区御園5丁目,54,,285,,216,,292,,176,,1023
2579,相模原市南区,相模原市南区若松1丁目,205,,266,,109,,250,,178,,1008
2580,相模原市南区,相模原市南区若松2丁目,74,,283,,255,,2,,40,,654
2581,相模原市南区,相模原市南区若松3丁目,130,,293,,272,,93,,143,,931
2582,相模原市南区,相模原市南区若松4丁目,201,,76,,77,,277,,139,,770
2583,相模原市南区,相模原市南区若松5丁目,82,,22,,13,,15,,284,,416
2584,相模原市南区,相模原市南区若松6丁目,92,,52,,244,,60,,88,,536
2585,相模原市南区,相模原市南区上鶴間1丁目,264,,39,,268,,17,,146,,734
2586,相模原市南区,相模原市南区上鶴間2丁目,121,,147,,160,,294,,152,,874
2587,相模原市南区,相模原市南区上鶴間3丁目,35,,193,,55,,170,,167,,620
2588,相模原市南区,相模原市南区上鶴間4丁目,186,,196,,196,,14,,269,,861
2589,相模原市南区,相模原市南区上鶴間5丁目,47,,164,,218,,224,,188,,841
2590,相模原市南区,相模原市南区上鶴間6丁目,39,,83,,16,,8,,70,,216
2591,相模原市南区,相模原市南区上鶴間7丁目,298,,28,,153,,2,,0,,481
2592,相模原市南区,相模原市南区上鶴間8丁目,256,,6,,285,,295,,94,,936
2593,相模原市南区,相模原市南区上鶴間本町1丁目,240,,110,,149,,193,,132,,824
2594,相模原市南区,相模原市南区上鶴間本町2丁目,190,,123,,35,,146,,240,,734
2595,相模原市南区,相模原市南区上鶴間本町3丁目,134,,261,,238,,233,,265,,1131
2596,相模原市南区,相模原市南区上鶴間本町4丁目,158,,120,,64,,290,,74,,706
2597,相模原市南区,相模原市南区上鶴間本町5丁目,126,,136,,25,,255,,265,,807
2598,相模原市南区,相模原市南区上鶴間本町6丁目,223,,208,,67,,182,,120,,800
2599,相模原市南区,相模原市南区上鶴間本町7丁目,276,,104,,209,,66,,71,,726
2600,相模原市南区,相模原市南区上鶴間本町8丁目,186,,208,,143,,65,,142,,744
2601,相模原市南区,相模原市南区上鶴間本町9丁目,161,,163,,44,,209,,78,,655
2602,相模原市南区,相模原市南区新磯野1丁目,79,,299,,145,,263,,138,,924
2603,相模原市南区,相模原市南区新磯野2丁目,47,,248,,85,,189,,130,,699
2604,相模原市南区,相模原市南区新磯野3丁目,49,,48,,172,,184,,149,,602
2605,相模原市南区,相模原市南区新磯野4丁目,300,,111,,295,,241,,188,,1135
2606,相模原市南区,相模原市南区新磯野5丁目,293,,26,,42,,143,,166,,670
2607,相模原市南区,相模原市南区西大沼1丁目,155,,110,,279,,235,,134,,913
2608,相模原市南区,相模原市南区西大沼2丁目,129,,52,,80,,273,,300,,834
2609,相模原市南区,相模原市南区西大沼3丁目,157,,54,,206,,26,,110,,553
2610,相模原市南区,相模原市南区西大沼4丁目,23,,246,,192,,102,,289,,852
2611,相模原市南区,相模原市南区西大沼5丁目,142,,128,,180,,183,,288,,921
2612,相模原市南区,相模原市南区双葉1丁目,36,,134,,164,,68,,118,,520
2613,相模原市南区,相模原市南区双葉2丁目,69,,123,,152,,251,,124,,719
2614,相模原市南区,相模原市南区相南1丁目,111,,86,,276,,115,,260,,848
2615,相模原市南区,相模原市南区相南2丁目,25,,31,,111,,158,,53,,378
2616,相模原市南区,相模原市南区相南3丁目,276,,268,,138,,196,,42,,920
2617,相模原市南区,相模原市南区相南4丁目,191,,87,,264,,110,,242,,894
2618,相模原市南区,相模原市南区相武台1丁目,162,,158,,214,,220,,234,,988
2619,相模原市南区,相模原市南区相武台2丁目,67,,15,,148,,22,,54,,306
2620,相模原市南区,相模原市南区相武台3丁目,146,,156,,262,,251,,163,,978
2621,相模原市南区,相模原市南区相武台団地1丁目,126,,214,,82,,268,,50,,740
2622,相模原市南区,相模原市南区相武台団地2丁目,163,,14,,253,,221,,300,,951
2623,相模原市南区,相模原市南区相模台1丁目,12,,112,,187,,267,,88,,666
2624,相模原市南区,相模原市南区相模台2丁目,187,,113,,106,,250,,293,,949
2625,相模原市南区,相模原市南区相模台3丁目,20,,8,,300,,281,,138,,747
2626,相模原市南区,相模原市南区相模台4丁目,11,,92,,48,,152,,14,,317
2627,相模原市南区,相模原市南区相模台5丁目,180,,120,,159,,115,,95,,669
2628,相模原市南区,相模原市南区相模台6丁目,272,,180,,76,,60,,126,,714
2629,相模原市南区,相模原市南区相模台7丁目,226,,93,,3,,31,,128,,481
2630,相模原市南区,相模原市南区相模大野1丁目,84,,240,,9,,197,,37,,567
2631,相模原市南区,相模原市南区相模大野2丁目,170,,230,,77,,56,,102,,635
2632,相模原市南区,相模原市南区相模大野3丁目,180,,51,,195,,147,,44,,617
2633,相模原市南区,相模原市南区相模大野4丁目,248,,85,,38,,6,,84,,461
2634,相模原市南区,相模原市南区相模大野5丁目,180,,8,,184,,153,,210,,735
2635,相模原市南区,相模原市南区相模大野6丁目,169,,27,,217,,49,,178,,640
2636,相模原市南区,相模原市南区相模大野7丁目,293,,228,,154,,290,,31,,996
2637,相模原市南区,相模原市南区相模大野8丁目,265,,100,,75,,290,,147,,877
2638,相模原市南区,相模原市南区相模大野9丁目,259,,2,,94,,260,,12,,627
2639,相模原市南区,相模原市南区大野台1丁目,31,,142,,182,,192,,279,,826
2640,相模原市南区,相模原市南区大野台2丁目,151,,88,,269,,64,,135,,707
2641,相模原市南区,相模原市南区大野台3丁目,226,,258,,251,,39,,35,,809
2642,相模原市南区,相模原市南区大野台4丁目,277,,99,,270,,261,,182,,1089
2643,相模原市南区,相模原市南区大野台5丁目,27,,33,,266,,215,,184,,725
2644,相模原市南区,相模原市南区大野台6丁目,170,,204,,109,,273,,40,,796
2645,相模原市南区,相模原市南区大野台7丁目,174,,279,,132,,140,,182,,907
2646,相模原市南区,相模原市南区大野台8丁目,13,,26,,208,,26,,162,,435
2647,相模原市南区,相模原市南区東大沼1丁目,119,,197,,123,,188,,176,,803
2648,相模原市南区,相模原市南区東大沼2丁目,116,,11,,78,,170,,29,,404
2649,相模原市南区,相模原市南区東大沼3丁目,287,,73,,22,,216,,271,,869
2650,相模原市南区,相模原市南区東大沼4丁目,225,,28,,88,,60,,160,,561
2651,相模原市南区,相模原市南区東林間1丁目,151,,91,,237,,174,,189,,842
2652,相模原市南区,相模原市南区東林間2丁目,292,,136,,158,,158,,9,,753
2653,相模原市南区,相模原市南区東林間3丁目,19,,131,,287,,186,,188,,811
2654,相模原市南区,相模原市南区東林間4丁目,116,,267,,267,,10,,139,,799
2655,相模原市南区,相模原市南区東林間5丁目,300,,58,,47,,296,,244,,945
2656,相模原市南区,相模原市南区東林間6丁目,206,,294,,1,,272,,296,,1069
2657,相模原市南区,相模原市南区東林間7丁目,10,,49,,158,,72,,48,,337
2658,相模原市南区,相模原市南区東林間8丁目,265,,17,,30,,266,,287,,865
2659,相模原市南区,相模原市南区南台1丁目,141,,134,,205,,235,,27,,742
2660,相模原市南区,相模原市南区南台2丁目,283,,26,,55,,94,,129,,587
2661,相模原市南区,相模原市南区南台3丁目,289,,202,,246,,23,,224,,984
2662,相模原市南区,相模原市南区南台4丁目,259,,55,,242,,39,,31,,626
2663,相模原市南区,相模原市南区南台5丁目,154,,11,,52,,97,,69,,383
2664,相模原市南区,相模原市南区南台6丁目,55,,111,,67,,171,,132,,536
2665,相模原市南区,相模原市南区文京1丁目,164,,112,,206,,252,,58,,792
2666,相模原市南区,相模原市南区文京2丁目,116,,179,,294,,48,,7,,644
2667,相模原市南区,相模原市南区北里1丁目,176,,217,,242,,98,,299,,1032
2668,相模原市南区,相模原市南区北里2丁目,9,,123,,5,,137,,259,,533
2669,相模原市南区,相模原市南区麻溝台1丁目,296,,122,,33,,245,,70,,766
2670,相模原市南区,相模原市南区麻溝台2丁目,262,,232,,280,,164,,266,,1204
2671,相模原市南区,相模原市南区麻溝台3丁目,297,,158,,244,,195,,41,,935
2672,相模原市南区,相模原市南区麻溝台4丁目,264,,108,,235,,243,,47,,897
2673,相模原市南区,相模原市南区麻溝台5丁目,147,,118,,128,,97,,125,,615
2674,相模原市南区,相模原市南区麻溝台6丁目,248,,250,,232,,68,,79,,877
2675,相模原市南区,相模原市南区麻溝台7丁目,152,,158,,269,,245,,282,,1106
2676,相模原市南区,相模原市南区麻溝台8丁目,247,,155,,88,,264,,184,,938
2677,平塚市,平塚市ふじみ野,227,,102,,113,,26,,85,,553
2678,平塚市,平塚市めぐみが丘,46,,6,,8,,55,,154,,269
2679,平塚市,平塚市榎木町,50,,90,,98,,251,,237,,726
2680,平塚市,平塚市横内,5,,217,,154,,288,,104,,768
2681,平塚市,平塚市岡崎,264,,40,,259,,63,,172,,798
2682,平塚市,平塚市下吉沢,152,,193,,199,,201,,234,,979
2683,平塚市,平塚市下島,20,,292,,264,,130,,267,,973
2684,平塚市,平塚市河内,270,,298,,230,,223,,63,,1084
2685,平塚市,平塚市花水台,121,,61,,156,,31,,127,,496
2686,平塚市,平塚市吉際,74,,294,,176,,212,,0,,756
2687,平塚市,平塚市久領堤,174,,218,,76,,193,,78,,739
2688,平塚市,平塚市宮の前,245,,295,,16,,203,,95,,854
2689,平塚市,平塚市宮松町,185,,201,,215,,286,,288,,1175
2690,平塚市,平塚市錦町,29,,71,,275,,258,,3,,636
2691,平塚市,平塚市見附町,270,,156,,63,,172,,20,,681
2692,平塚市,平塚市御殿,216,,153,,108,,281,,137,,895
2693,平塚市,平塚市公所,256,,235,,288,,38,,15,,832
2694,平塚市,平塚市幸町,114,,130,,277,,233,,76,,830
2695,平塚市,平塚市広川,199,,290,,114,,123,,220,,946
2696,平塚市,平塚市紅谷町,162,,49,,286,,84,,290,,871
2697,平塚市,平塚市高根,59,,158,,164,,198,,242,,821
2698,平塚市,平塚市高村,41,,105,,168,,47,,115,,476
2699,平塚市,平塚市高浜台,116,,173,,173,,253,,136,,851
2700,平塚市,平塚市黒部丘,206,,173,,268,,32,,25,,704
2701,平塚市,平塚市根坂間,276,,283,,24,,289,,25,,897
2702,平塚市,平塚市桜ケ丘,16,,161,,276,,2,,39,,494
2703,平塚市,平塚市札場町,106,,24,,194,,179,,136,,639
2704,平塚市,平塚市山下,299,,163,,256,,161,,282,,1161
2705,平塚市,平塚市四之宮,15,,87,,143,,276,,128,,649
2706,平塚市,平塚市寺田縄,79,,70,,233,,22,,106,,510
2707,平塚市,平塚市出縄,34,,13,,261,,91,,249,,648
2708,平塚市,平塚市小鍋島,25,,140,,90,,87,,129,,471
2709,平塚市,平塚市松風町,186,,6,,79,,14,,235,,520
2710,平塚市,平塚市上吉沢,197,,242,,216,,118,,60,,833
2711,平塚市,平塚市上平塚,271,,259,,165,,216,,254,,1165
2712,平塚市,平塚市城所,190,,33,,289,,107,,137,,756
2713,平塚市,平塚市新町,150,,130,,109,,151,,255,,795
2714,平塚市,平塚市真田,46,,293,,241,,206,,199,,985
2715,平塚市,平塚市諏訪町,6,,29,,220,,20,,110,,385
2716,平塚市,平塚市須賀,222,,207,,38,,57,,206,,730
2717,平塚市,平塚市西真土,102,,42,,278,,182,,58,,662
2718,平塚市,平塚市西八幡,256,,204,,286,,49,,156,,951
2719,平塚市,平塚市千須谷,248,,52,,268,,151,,131,,850
2720,平塚市,平塚市千石河岸,228,,200,,19,,92,,3,,542
2721,平塚市,平塚市浅間町,184,,167,,144,,34,,293,,822
2722,平塚市,平塚市袖ケ浜,172,,262,,191,,1,,269,,895
2723,平塚市,平塚市代官町,282,,212,,10,,214,,43,,761
2724,平塚市,平塚市大原,142,,149,,79,,188,,200,,758
2725,平塚市,平塚市大神,235,,81,,145,,154,,255,,870
2726,平塚市,平塚市大島,187,,289,,74,,102,,74,,726
2727,平塚市,平塚市達上ケ丘,64,,29,,280,,56,,176,,605
2728,平塚市,平塚市中原,179,,208,,233,,268,,129,,1017
2729,平塚市,平塚市中原下宿,146,,165,,60,,132,,158,,661
2730,平塚市,平塚市中堂,294,,253,,274,,28,,168,,1017
2731,平塚市,平塚市中里,92,,202,,12,,23,,41,,370
2732,平塚市,平塚市長持,229,,75,,44,,232,,42,,622
2733,平塚市,平塚市長瀞,230,,45,,39,,280,,178,,772
2734,平塚市,平塚市追分,53,,224,,34,,139,,269,,719
2735,平塚市,平塚市堤町,264,,40,,94,,92,,66,,556
2736,平塚市,平塚市天沼,58,,144,,250,,0,,21,,473
2737,平塚市,平塚市田村,216,,108,,67,,31,,95,,517
2738,平塚市,平塚市土屋,165,,31,,181,,23,,100,,500
2739,平塚市,平塚市唐ケ原,46,,66,,69,,120,,166,,467
2740,平塚市,平塚市東真土,57,,211,,288,,42,,37,,635
2741,平塚市,平塚市東中原,108,,115,,234,,254,,218,,929
2742,平塚市,平塚市東八幡,32,,225,,150,,63,,137,,607
2743,平塚市,平塚市東豊田,298,,67,,94,,139,,7,,605
2744,平塚市,平塚市桃浜町,118,,40,,181,,289,,39,,667
2745,平塚市,平塚市徳延,24,,90,,96,,122,,175,,507
2746,平塚市,平塚市南金目,207,,191,,165,,118,,57,,738
2747,平塚市,平塚市南原,198,,114,,280,,274,,167,,1033
2748,平塚市,平塚市南豊田,174,,143,,149,,145,,218,,829
2749,平塚市,平塚市虹ケ浜,278,,82,,184,,288,,237,,1069
2750,平塚市,平塚市日向岡,155,,20,,163,,288,,251,,877
2751,平塚市,平塚市入部,70,,114,,78,,251,,232,,745
2752,平塚市,平塚市入野,114,,129,,34,,35,,78,,390
2753,平塚市,平塚市馬入,204,,39,,211,,253,,126,,833
2754,平塚市,平塚市馬入本町,70,,44,,275,,276,,157,,822
2755,平塚市,平塚市八重咲町,278,,207,,90,,85,,217,,877
2756,平塚市,平塚市八千代町,262,,99,,236,,300,,133,,1030
2757,平塚市,平塚市八幡,6,,76,,38,,214,,218,,552
2758,平塚市,平塚市飯島,5,,252,,105,,128,,64,,554
2759,平塚市,平塚市富士見町,188,,49,,58,,143,,248,,686
2760,平塚市,平塚市撫子原,153,,197,,75,,267,,11,,703
2761,平塚市,平塚市平塚,27,,110,,126,,245,,180,,688
2762,平塚市,平塚市片岡,8,,154,,8,,247,,156,,573
2763,平塚市,平塚市宝町,218,,3,,80,,170,,253,,724
2764,平塚市,平塚市豊原町,51,,282,,176,,174,,300,,983
2765,平塚市,平塚市豊田宮下,73,,5,,167,,97,,66,,408
2766,平塚市,平塚市豊田小嶺,235,,91,,248,,299,,105,,978
2767,平塚市,平塚市豊田打間木,145,,102,,39,,189,,279,,754
2768,平塚市,平塚市豊田平等寺,138,,269,,297,,198,,0,,902
2769,平塚市,平塚市豊田本郷,96,,157,,127,,24,,78,,482
2770,平塚市,平塚市北金目,168,,293,,89,,70,,117,,737
2771,平塚市,平塚市北豊田,109,,134,,140,,160,,251,,794
2772,平塚市,平塚市万田,160,,100,,102,,0,,12,,374
2773,平塚市,平塚市明石町,145,,180,,13,,24,,132,,494
2774,平塚市,平塚市夕陽ケ丘,15,,68,,268,,107,,273,,731
2775,平塚市,平塚市立野町,77,,112,,136,,188,,237,,750
2776,平塚市,平塚市龍城ケ丘,262,,121,,216,,12,,69,,680
2777,平塚市,平塚市老松町,141,,68,,62,,225,,80,,576
2778,平塚市,平塚市纒,236,,162,,27,,45,,57,,527
2779,平塚市,平塚市菫平,289,,195,,103,,170,,284,,1041
2780,平塚市,平塚市ふじみ野1丁目,109,,71,,86,,58,,131,,455
2781,平塚市,平塚市ふじみ野2丁目,46,,24,,7,,105,,154,,336
2782,平塚市,平塚市めぐみが丘1丁目,249,,219,,180,,166,,87,,901
2783,平塚市,平塚市めぐみが丘2丁目,46,,204,,102,,32,,51,,435
2784,平塚市,平塚市御殿1丁目,12,,12,,43,,89,,222,,378
2785,平塚市,平塚市御殿2丁目,156,,134,,45,,291,,73,,699
2786,平塚市,平塚市御殿3丁目,117,,104,,241,,38,,94,,594
2787,平塚市,平塚市御殿4丁目,223,,11,,265,,139,,133,,771
2788,平塚市,平塚市四之宮1丁目,170,,251,,215,,24,,263,,923
2789,平塚市,平塚市四之宮2丁目,110,,211,,193,,299,,129,,942
2790,平塚市,平塚市四之宮3丁目,189,,280,,290,,164,,195,,1118
2791,平塚市,平塚市四之宮4丁目,239,,222,,68,,175,,126,,830
2792,平塚市,平塚市四之宮5丁目,106,,264,,65,,299,,37,,771
2793,平塚市,平塚市四之宮6丁目,205,,79,,290,,171,,164,,909
2794,平塚市,平塚市四之宮7丁目,24,,292,,142,,201,,300,,959
2795,平塚市,平塚市真田1丁目,44,,202,,202,,250,,162,,860
2796,平塚市,平塚市真田2丁目,229,,258,,181,,189,,2,,859
2797,平塚市,平塚市真田3丁目,42,,139,,41,,48,,69,,339
2798,平塚市,平塚市真田4丁目,145,,298,,174,,283,,294,,1194
2799,平塚市,平塚市西真土1丁目,102,,151,,214,,187,,196,,850
2800,平塚市,平塚市西真土2丁目,133,,142,,29,,53,,81,,438
2801,平塚市,平塚市西真土3丁目,18,,266,,270,,91,,213,,858
2802,平塚市,平塚市西真土4丁目,205,,281,,210,,119,,95,,910
2803,平塚市,平塚市西八幡1丁目,272,,250,,82,,284,,66,,954
2804,平塚市,平塚市西八幡2丁目,66,,285,,45,,6,,132,,534
2805,平塚市,平塚市西八幡3丁目,16,,171,,175,,194,,196,,752
2806,平塚市,平塚市西八幡4丁目,190,,127,,84,,143,,144,,688
2807,平塚市,平塚市中原1丁目,234,,215,,129,,54,,21,,653
2808,平塚市,平塚市中原2丁目,112,,123,,53,,181,,8,,477
2809,平塚市,平塚市中原3丁目,217,,275,,174,,137,,41,,844
2810,平塚市,平塚市田村1丁目,20,,259,,214,,116,,155,,764
2811,平塚市,平塚市田村2丁目,92,,169,,23,,70,,55,,409
2812,平塚市,平塚市田村3丁目,111,,194,,273,,51,,56,,685
2813,平塚市,平塚市田村4丁目,6,,84,,114,,94,,182,,480
2814,平塚市,平塚市田村5丁目,174,,242,,135,,97,,190,,838
2815,平塚市,平塚市田村6丁目,117,,12,,230,,252,,19,,630
2816,平塚市,平塚市田村7丁目,75,,39,,175,,263,,49,,601
2817,平塚市,平塚市田村8丁目,110,,300,,197,,291,,12,,910
2818,平塚市,平塚市田村9丁目,94,,17,,254,,79,,218,,662
2819,平塚市,平塚市東真土1丁目,107,,211,,38,,233,,45,,634
2820,平塚市,平塚市東真土2丁目,297,,164,,155,,289,,141,,1046
2821,平塚市,平塚市東真土3丁目,6,,3,,111,,70,,42,,232
2822,平塚市,平塚市東真土4丁目,120,,70,,216,,138,,186,,730
2823,平塚市,平塚市東中原1丁目,151,,56,,139,,286,,40,,672
2824,平塚市,平塚市東中原2丁目,19,,37,,211,,139,,10,,416
2825,平塚市,平塚市東八幡1丁目,56,,116,,178,,108,,267,,725
2826,平塚市,平塚市東八幡2丁目,147,,150,,226,,282,,105,,910
2827,平塚市,平塚市東八幡3丁目,170,,41,,180,,129,,48,,568
2828,平塚市,平塚市東八幡4丁目,128,,127,,86,,273,,289,,903
2829,平塚市,平塚市東八幡5丁目,295,,226,,159,,161,,234,,1075
2830,平塚市,平塚市南原1丁目,162,,39,,50,,163,,19,,433
2831,平塚市,平塚市南原2丁目,35,,101,,142,,6,,230,,514
2832,平塚市,平塚市南原3丁目,218,,294,,208,,299,,222,,1241
2833,平塚市,平塚市南原4丁目,184,,17,,104,,15,,277,,597
2834,平塚市,平塚市日向岡1丁目,11,,133,,37,,23,,203,,407
2835,平塚市,平塚市日向岡2丁目,152,,109,,275,,168,,198,,902
2836,平塚市,平塚市平塚1丁目,153,,112,,35,,53,,251,,604
2837,平塚市,平塚市平塚2丁目,54,,47,,157,,47,,118,,423
2838,平塚市,平塚市平塚3丁目,143,,89,,80,,24,,70,,406
2839,平塚市,平塚市平塚4丁目,291,,183,,186,,229,,229,,1118
2840,平塚市,平塚市平塚5丁目,158,,286,,292,,83,,220,,1039
2841,平塚市,平塚市北金目1丁目,6,,121,,213,,272,,147,,759
2842,平塚市,平塚市北金目2丁目,198,,53,,237,,210,,162,,860
2843,平塚市,平塚市北金目3丁目,133,,173,,203,,121,,147,,777
2844,平塚市,平塚市北金目4丁目,284,,82,,136,,27,,78,,607
2845,相模原市中央区,相模原市中央区すすきの町,248,,258,,205,,292,,298,,1301
2846,相模原市中央区,相模原市中央区横山,285,,85,,50,,250,,39,,709
2847,相模原市中央区,相模原市中央区横山（１）,30,,123,,274,,198,,222,,847
2848,相模原市中央区,相模原市中央区横山台,162,,284,,55,,277,,42,,820
2849,相模原市中央区,相模原市中央区下九沢,200,,196,,164,,35,,53,,648
2850,相模原市中央区,相模原市中央区宮下,29,,189,,110,,142,,9,,479
2851,相模原市中央区,相模原市中央区宮下本町,186,,240,,264,,171,,36,,897
2852,相模原市中央区,相模原市中央区共和,115,,29,,102,,188,,47,,481
2853,相模原市中央区,相模原市中央区光が丘,207,,263,,28,,292,,11,,801
2854,相模原市中央区,相模原市中央区向陽町,198,,145,,27,,222,,59,,651
2855,相模原市中央区,相模原市中央区高根,33,,247,,184,,14,,203,,681
